time;id0C3_10_SAS.id0C3_agSteer025Resl
39434.7;-55.25
39444.8;-58
39454.8;-61.5
39464.9;-65.75
39474.9;-70.25
39485;-74.75
39495;-79.75
39505.1;-84
39515.1;-89
39525.2;-93.5
39535.3;-98
39545.3;-102
39555.3;-106.25
39565.4;-109.5
39575.4;-113
39585.5;-116
39595.5;-118.75
39605.6;-121.25
39615.7;-122.5
39625.7;-124.25
39635.7;-125.75
39645.8;-126
39655.8;-127
39665.9;-127.75
39675.9;-127.75
39686;-127.5
39696;-127.5
39706.1;-127.5
39716.1;-127.5
39726.2;-128.5
39736.3;-127.5
39746.3;-128.5
39756.4;-127.5
39766.4;-127.5
39776.5;-127.5
39786.5;-127.5
39796.6;-127.75
39806.6;-127.75
39816.7;-127.75
39826.7;-127
39836.8;-127
39846.8;-127.75
39856.9;-127.75
39866.9;-127.75
39877;-127.75
39887;-127.75
39897.1;-127.75
39907.1;-127.75
39917.2;-127.75
39927.2;-127.5
39937.3;-128.5
39947.3;-128.5
39957.4;-128.25
39967.4;-129.5
39977.5;-129
39987.5;-130.75
39997.6;-131
40007.7;-132
40017.7;-133.25
40027.7;-136.5
40037.8;-138.25
40047.8;-141
40057.9;-144.5
40067.9;-146
40078;-149.5
40088.1;-151.75
40098.1;-153.75
40108.2;-155.5
40118.2;-156.75
40128.2;-157.5
40138.4;-157.75
40148.4;-157
40158.4;-157.75
40168.5;-157.75
40178.5;-157.75
40188.5;-157.75
40198.7;-157.75
40208.7;-157
40218.7;-157.25
40228.8;-157.25
40238.8;-157
40248.9;-157.25
40258.9;-157.25
40269;-157
40279;-157.25
40289.1;-157.25
40299.2;-157.25
40309.2;-157.25
40319.3;-157.25
40329.3;-157.25
40339.3;-157.25
40349.4;-157.25
40359.4;-157.25
40369.5;-157.25
40379.5;-157
40389.6;-157
40399.6;-157
40409.7;-157
40419.7;-157
40429.8;-157.25
40439.8;-157
40449.9;-157
40460;-157
40470;-157
40480;-157
40490.1;-157
40500.1;-157
40510.2;-157
40520.2;-157
40530.3;-157
40540.3;-157
40550.5;-157
40560.5;-157.75
40570.5;-157
40580.6;-157
40590.6;-157
40600.6;-157
40610.8;-157
40620.8;-157
40630.8;-157
40640.9;-157.75
40650.9;-157.75
40661;-157.75
40671;-157
40681.1;-157
40691.1;-157
40701.2;-157
40711.2;-157.25
40721.3;-158.5
40731.3;-158.75
40741.4;-158.75
40751.4;-158
40761.5;-158.75
40771.5;-158.75
40781.6;-158
40791.6;-158.75
40801.7;-158.75
40811.8;-158
40821.8;-158.75
40831.8;-158.75
40841.9;-158.75
40851.9;-158
40862;-158
40872;-158
40882.1;-158.75
40892.2;-158.75
40902.2;-158.75
40912.2;-158.75
40922.3;-158
40932.3;-158
40942.4;-158.25
40952.4;-159.5
40962.5;-159.75
40972.5;-159.75
40982.6;-159.75
40992.6;-159.75
41002.7;-159.75
41012.7;-159.5
41022.8;-159.5
41032.8;-159.5
41042.9;-159.75
41052.9;-159.75
41063;-159.75
41073.1;-159.5
41083.1;-159.5
41093.2;-159.75
41103.2;-159.5
41113.3;-159.75
41123.3;-159.5
41133.4;-159.5
41143.4;-159.5
41153.5;-159.75
41163.5;-159.5
41173.6;-159.5
41183.6;-159.75
41193.7;-159.5
41203.7;-159.75
41213.8;-159.5
41223.8;-159.75
41233.9;-159.75
41243.9;-159.5
41254;-159.5
41264;-159.5
41274.1;-159.5
41284.1;-159.5
41294.2;-159.5
41304.2;-159.5
41314.3;-158.25
41324.3;-158.25
41334.4;-158.25
41344.4;-158
41354.5;-158.75
41364.6;-158.5
41374.6;-158.5
41384.6;-158.5
41394.7;-158.5
41404.7;-157.25
41414.8;-157
41424.8;-157
41435;-157
41445;-157.75
41455;-157.75
41465.1;-157.75
41475.1;-157
41485.2;-157
41495.2;-157
41505.3;-157.75
41515.3;-157.5
41525.4;-157.5
41535.4;-157.5
41545.5;-156.25
41555.5;-156
41565.6;-156
41575.6;-156.75
41585.7;-155.25
41595.8;-154.25
41605.8;-153
41615.8;-151.25
41625.9;-150.75
41635.9;-148
41646;-146
41656;-143.25
41666.1;-139.5
41676.2;-133
41686.2;-127.25
41696.2;-118.5
41706.3;-108.75
41716.3;-98.75
41726.4;-88.5
41736.4;-79.75
41746.5;-70.5
41756.5;-63.5
41766.6;-58
41776.6;-51.5
41786.7;-48.25
41796.8;-47.5
41806.8;-47.5
41816.9;-47.5
41826.9;-47.5
41837;-47.25
41847;-47.25
41857.1;-47.25
41867.1;-47
41877.1;-47
41887.2;-47
41897.2;-47
41907.3;-47
41917.3;-46.75
41927.5;-46.75
41937.5;-47
41947.5;-47
41957.6;-47
41967.6;-46.75
41977.7;-46.75
41987.7;-46.75
41997.8;-46.75
42007.8;-46.75
42017.9;-46.75
42027.9;-46.75
42038;-46.75
42048;-46.75
42058.1;-46.75
42068.1;-46.75
42078.2;-46.75
42088.3;-47
42098.3;-46.75
42108.3;-46.75
42118.4;-46.5
42128.5;-45.5
42138.5;-44.5
42148.5;-42.25
42158.6;-40
42168.6;-37.25
42178.7;-33.75
42188.8;-29.25
42198.8;-25.5
42208.9;-23
42218.9;-20.75
42228.9;-17.75
42239;-15.75
42249;-13
42259.1;-10.5
42269.1;-8.25
42279.2;-7.25
42289.2;-7
42299.3;-6.75
42309.3;-6.5
42319.4;-6.25
42329.4;-5.5
42339.5;-4
42349.5;-3.25
42359.6;-2.75
42369.6;-2.75
42379.7;-2.75
42389.7;-2.75
42399.8;-2.75
42409.9;-2.5
42419.9;-1.5
42430;0
42440;61.75
42450.1;59
42460.1;54
42470.1;46.75
42480.3;37.5
42490.3;26.5
42500.3;16.5
42510.4;8.25
42520.4;128
42530.5;118.25
42540.6;109.5
42550.6;101
42560.7;92.75
42570.7;86.5
42580.7;79.5
42590.8;74
42600.8;69
42610.9;64.75
42621;189.25
42631;186.5
42641;183.5
42651.1;182
42661.1;179.25
42671.2;177.75
42681.3;175.5
42691.3;173.25
42701.3;172
42711.4;168.25
42721.4;166
42731.5;162.75
42741.6;158.5
42751.6;156
42761.6;152
42771.8;147.25
42781.7;143.5
42791.8;140.25
42801.9;137.25
42811.9;136.75
42821.9;135.75
42832.1;134.5
42842.1;134.5
42852.1;134.5
42862.2;134.5
42872.2;135.75
42882.2;135.75
42892.4;135.75
42902.4;135.75
42912.4;135.75
42922.5;135.75
42932.5;135.75
42942.5;134.5
42952.7;135.75
42962.7;135.75
42972.7;135.75
42982.8;134.5
42992.8;135.75
43002.9;135.75
43013;135.75
43023;135.75
43033;135.75
43043.1;135.75
43053.1;135.75
43063.2;135.75
43073.3;135.75
43083.3;135.75
43093.3;135.75
43103.4;135.75
43113.4;135.75
43123.5;135.75
43133.6;135.75
43143.6;135.75
43153.6;135.75
43163.7;134.5
43173.7;135.75
43183.8;135.75
43193.9;134.5
43203.9;135.75
43213.9;135.75
43224;135.75
43234;135.75
43244.1;135.75
43254.2;135.75
43264.2;135.75
43274.2;135.75
43284.4;135.75
43294.4;135.75
43304.4;135.75
43314.5;135.75
43324.5;135.75
43334.5;135.75
43344.7;135.75
43354.7;135.75
43364.7;135.75
43374.8;136
43384.8;135.75
43394.9;136
43405;136
43415;135.25
43425;135.25
43435.1;135.25
43445.1;135.25
43455.2;135.25
43465.3;135.25
43475.3;136.75
43485.3;136.75
43495.4;136.75
43505.4;136.75
43515.5;137
43525.6;137
43535.6;136.5
43545.6;137.5
43555.7;139
43565.7;138.5
43575.8;138.5
43585.9;140.75
43595.9;142
43605.9;143.25
43616;145.5
43626;150
43636.1;153
43646.2;156.75
43656.2;159.75
43666.2;162.25
43676.3;167
43686.4;169.5
43696.4;174.75
43706.5;178
43716.5;181.25
43726.6;186
43736.6;188.5
43746.7;191.5
43756.7;68
43766.7;73
43776.9;78.5
43786.9;84.75
43796.9;92.25
43807;100.25
43817;108
43827;115.5
43837.2;122.75
43847.2;3.25
43857.2;9.75
43867.3;19
43877.3;27.75
43887.4;35.75
43897.4;36
43907.5;40.5
43917.6;41.75
43927.6;42
43937.6;42.25
43947.7;42.25
43957.7;42.25
43967.8;42.25
43977.8;42.25
43987.9;42.5
43998;43
44008;43.5
44018;43.75
44028.1;44
44038.1;44.75
44048.2;46.5
44058.3;49
44068.3;53
44078.3;59.25
44088.4;-2.5
44098.4;-9
44108.5;-13.75
44118.5;-18
44128.6;-22.5
44138.6;-28
44148.7;-34.5
44158.7;-41.5
44168.9;-48.5
44178.9;-55.75
44188.9;-63
44199;-70
44209;-77.5
44219.1;-85.75
44229.1;-93.5
44239.2;-102.75
44249.2;-112.25
44259.3;-121.75
44269.4;-131.75
44279.4;-141
44289.4;-152.5
44299.5;-162.25
44309.5;-173
44319.6;-184.25
44329.6;-195.75
44339.7;-204.75
44349.7;-210.25
44359.8;-211.25
44369.8;-211.25
44379.9;-211.25
44390;-211.25
44400;-211.5
44410;-211.75
44420.1;-210
44430.1;-211.75
44440.2;-210
44450.3;-211.75
44460.3;-211.75
44470.4;-210
44480.4;-210.25
44490.4;-210.25
44500.5;-210.25
44510.6;-210.25
44520.6;-210.25
44530.7;-210.25
44540.7;-210.5
44550.7;-210.5
44560.9;-210.5
44570.9;-210.5
44580.9;-210.5
44591;-210.25
44601;-210.25
44611;-210.25
44621.2;-210.25
44631.2;-210
44641.2;-210
44651.3;-211.75
44661.3;-211.75
44671.4;-211.75
44681.4;-211.75
44691.5;-211.75
44701.6;-211.75
44711.6;-211.75
44721.6;-211.75
44731.7;-211.75
44741.7;-211.5
44751.8;-211.5
44761.9;-211.75
44771.9;-211.5
44781.9;-211.75
44792;-211.5
44802;-211.5
44812.1;-211.5
44822.2;-211.5
44832.2;-211.5
44842.2;-211.5
44852.3;-211.75
44862.3;-211.5
44872.4;-211.5
44882.4;-211.75
44892.5;-211.75
44902.6;-211.75
44912.6;-211.75
44922.6;-211.5
44932.7;-211.75
44942.7;-211.75
44952.8;-211.75
44962.9;-211.75
44972.9;-211.75
44982.9;-210
44993.1;-210
45003.1;-210
45013.1;-210
45023.2;-210
45033.2;-210.25
45043.2;-210.25
45053.4;-210.25
45063.4;-210.25
45073.4;-210.5
45083.5;-210.5
45093.5;-210.75
45103.6;-210.75
45113.6;-209
45123.6;-210.75
45133.8;-210.75
45143.8;-209
45153.8;-209
45163.9;-209
45173.9;-209.25
45184;-209.25
45194.1;-209.5
45204.1;-209.5
45214.1;-209.5
45224.2;-209.75
45234.2;-208
45244.3;-208.75
45254.3;-208.75
45264.4;-207.25
45274.4;-206.25
45284.5;-205
45294.6;-204.5
45304.6;-203.75
45314.6;-200.5
45324.7;-196.25
45334.7;-192.25
45344.8;-187
45354.8;-181.75
45364.9;-174.75
45374.9;-167.5
45385.1;-160.75
45395.1;-153.75
45405.1;-147.5
45415.2;-141.25
45425.2;-136.75
45435.2;-132.75
45445.4;-128
45455.4;-125.25
45465.4;-123.75
45475.5;-123
45485.5;-123.75
45495.6;-123.75
45505.6;-123.75
45515.6;-123
45525.7;-123
45535.7;-122.5
45545.9;-122.75
45555.9;-122.75
45565.9;-122
45576;-121
45586;-120
45596.1;-120.25
45606.1;-120.25
45616.2;-119.5
45626.2;-119
45636.3;-118.5
45646.4;-118.75
45656.4;-118.75
45666.4;-118
45676.5;-117.5
45686.5;-117.25
45696.6;-115.75
45706.7;-113.75
45716.7;-110.5
45726.7;-106.5
45736.8;-101.25
45746.8;-94.5
45756.9;-87
45767;-76
45777;-63
45787;-45.5
45797.1;-28
45807.2;-10.5
45817.2;61.75
45827.3;46.5
45837.3;29.5
45847.4;11.25
45857.4;123.25
45867.4;115.5
45877.6;110
45887.5;105.5
45897.6;101.5
45907.7;97.75
45917.7;94.75
45927.7;92
45937.9;87.75
45947.9;85
45957.9;80.75
45968;77.5
45978;74.5
45988;71.75
45998.2;69.75
46008.2;67.75
46018.2;65.5
46028.3;190.75
46038.3;187
46048.4;181.5
46058.5;177.75
46068.5;171.75
46078.5;164.75
46088.6;157
46098.7;147.25
46108.7;137.5
46118.8;255.75
46128.8;243.25
46138.8;232.5
46148.9;8160
46158.9;8160
46169;8160
46179;8160
46189.1;8160
46199.1;8160
46209.2;8160
46219.3;8160
46229.3;8160
46239.4;8160
46249.4;8160
46259.5;8160
46269.5;8160
46279.6;8160
46289.6;8160
46299.7;8160
46309.7;8160
46319.8;8160
46329.8;8160
46339.9;8160
46349.9;8160
46360;8160
46370;8160
46380.1;8160
46390.1;8160
46400.2;8160
46410.2;8160
46420.3;8160
46430.3;8160
46440.4;8160
46450.4;8160
46460.5;8160
46470.5;8160
46480.6;8160
46490.6;8160
46500.7;8160
46510.7;8160
46520.8;8160
46530.8;8160
46540.9;8160
46550.9;8160
46561;8160
46571;8160
46581.1;8160
46591.1;8160
46601.2;8160
46611.2;8160
46621.3;8160
46631.3;8160
46641.4;8160
46651.4;8160
46661.5;8160
46671.5;8160
46681.6;8160
46691.6;8160
46701.7;8160
46711.7;8160
46721.8;8160
46731.8;8160
46741.9;8160
46751.9;8160
46762;8160
46772;8160
46782.1;8160
46792.1;8160
46802.2;8160
46812.2;8160
46822.3;8160
46832.3;8160
46842.4;8160
46852.5;8160
46862.5;8160
46872.6;8160
46882.6;8160
46892.7;8160
46902.7;8160
46912.8;8160
46922.8;8160
46932.9;8160
46942.9;8160
46953;8160
46963;8160
46973.1;8160
46983.1;8160
46993.2;8160
47003.2;8160
47013.3;8160
47023.3;8160
47033.4;8160
47043.4;8160
47053.5;8160
47063.5;8160
47073.6;8160
47083.7;8160
47093.7;8160
47103.8;8160
47113.8;8160
47123.8;227.5
47133.9;235
47144;241.25
47154;248.75
47164;128.75
47174.1;137.25
47184.1;146.75
47194.3;153.25
47204.3;163
47214.3;172.75
47224.4;182.75
47234.4;67
47244.5;79.25
47254.5;94.5
47264.5;108.5
47274.7;122.75
47284.7;8.5
47294.7;21.75
47304.8;35.5
47314.8;44.75
47324.9;52.25
47335;57
47345;61.75
47355;-2
47365.1;-4.5
47375.1;-5.25
47385.2;-5.25
47395.2;-5.5
47405.3;-5.75
47415.3;-5.25
47425.4;-4.75
47435.4;-4.25
47445.5;-3.5
47455.5;-2.5
47465.6;-1
47475.6;63.25
47485.7;61
47495.7;58.25
47505.8;54
47515.8;49.75
47525.9;45.75
47535.9;40
47546;35.25
47556.1;28.75
47566.1;24
47576.1;19
47586.2;15.25
47596.2;13.5
47606.3;12.75
47616.3;12.5
47626.4;12.25
47636.5;12
47646.5;11.5
47656.5;10.75
47666.6;10.25
47676.6;8.5
47686.8;7.25
47696.8;5
47706.8;2.75
47716.9;0.75
47726.9;126.5
47737;124.25
47747;123.5
47757;122.25
47767.2;121.75
47777.2;122
47787.2;121.25
47797.3;122
47807.3;122
47817.4;121.5
47827.5;121.5
47837.5;121.25
47847.5;121.5
47857.6;121.25
47867.7;121.25
47877.7;121.5
47887.8;121.25
47897.8;121.5
47907.8;121.5
47917.9;121.5
47927.9;121.25
47938;121.25
47948.1;121.25
47958.1;121.5
47968.1;121.5
47978.2;121.5
47988.2;120.75
47998.3;120.75
48008.4;121.5
48018.4;121.75
48028.4;123
48038.5;124
48048.6;126.5
48058.6;2
48068.7;6.75
48078.7;10.75
48088.7;15.5
48098.9;17.5
48108.9;20.25
48118.9;21.75
48129;24.75
48139;27.75
48149;31.25
48159.2;32.5
48169.2;36.5
48179.2;42.25
48189.3;48.25
48199.3;56
48209.4;62.5
48219.4;-3.25
48229.5;-5.75
48239.5;-8
48249.6;-11.5
48259.6;-14
48269.7;-17.75
48279.7;-21
48289.8;-24.25
48299.9;-27
48309.9;-30.5
48319.9;-32.75
48330;-34.5
48340;-35.25
48350.1;-36.25
48360.1;-36.5
48370.2;-36.75
48380.3;-36.75
48390.3;-36.75
48400.4;-37.25
48410.4;-38
48420.4;-40
48430.5;-41.5
48440.5;-43.25
48450.7;-45.75
48460.6;-48.75
48470.7;-50.75
48480.8;-53.25
48490.8;-55.25
48500.8;-56.5
48510.9;-57.75
48520.9;-58.5
48531.1;-59
48541.1;-58.75
48551.1;-58.75
48561.2;-59
48571.2;-58.5
48581.2;-58.25
48591.4;-58.25
48601.4;-58
48611.4;-58
48621.5;-57.75
48631.5;-57.5
48641.6;-57.5
48651.6;-57.25
48661.7;-57.25
48671.8;-56.75
48681.8;-56
48691.8;-54.5
48701.9;-53.25
48711.9;-52.75
48722;-51.5
48732;-50.5
48742.1;-48.75
48752.2;-46
48762.2;-43.75
48772.2;-41.75
48782.3;-39.25
48792.3;-36.75
48802.4;-35
48812.4;-32.75
48822.5;-31.25
48832.5;-28.5
48842.6;-27
48852.6;-25.25
48862.7;-23.5
48872.7;-22.25
48882.8;-20
48892.9;-18.5
48902.9;-17.75
48913;-16.75
48923;-16.25
48933.1;-15.5
48943.1;-14.75
48953.2;-14.25
48963.2;-13.75
48973.3;-13.75
48983.3;-13.5
48993.4;-13.5
49003.4;-13.5
49013.5;-13.75
49023.5;-13.5
49033.6;-13.5
49043.6;-13
49053.7;-12
49063.7;-10.5
49073.8;-10
49083.8;-9.75
49093.9;-9.25
49103.9;-9.25
49114;-9.75
49124;-10
49134.1;-10.5
49144.1;-10.5
49154.2;-10.5
49164.2;-10.5
49174.3;-10.75
49184.3;-10.5
49194.4;-10.75
49204.4;-10.75
49214.5;-11
49224.5;-10.5
49234.6;-10.5
49244.6;-10.25
49254.7;-10.25
49264.8;-10.5
49274.8;-11.5
49284.8;-13
49294.9;-14
49305;-15.5
49315;-17.75
49325;-20.25
49335.1;-20.75
49345.2;-21.25
49355.2;-21.5
49365.2;-21.25
49375.3;-20.75
49385.3;-19.25
49395.4;-18.25
49405.4;-18.25
49415.5;-18.25
49425.5;-17.75
49435.6;-17.5
49445.6;-17
49455.7;-16.5
49465.7;-16.5
49475.8;-16.5
49485.9;-16.5
49495.9;-16.75
49506;-16.75
49516;-16.75
49526.1;-16
49536.1;-14
49546.2;-13
49556.2;-12
49566.3;-12
49576.3;-12
49586.4;-11.75
49596.4;-11.5
49606.5;-11.5
49616.5;-11
49626.6;-10.5
49636.6;-10.25
49646.7;-9.75
49656.7;-8.5
49666.8;-7.25
49676.8;-7
49686.9;-5.25
49697;-4.5
49707;-3.75
49717;-3.5
49727.1;-3
49737.2;-2.25
49747.2;-1.5
49757.3;-0.25
49767.3;63.25
49777.4;62.5
49787.4;61.75
49797.5;61.25
49807.5;61
49817.6;60.75
49827.6;60.75
49837.7;60.5
49847.7;60.5
49857.8;60.5
49867.8;60.5
49877.9;60.25
49887.9;60
49897.9;59.75
49908;59.75
49918;59.5
49928.2;59.5
49938.2;59.5
49948.2;59.5
49958.3;59.5
49968.3;59
49978.3;58.5
49988.5;58.25
49998.5;57.5
50008.5;57.25
50018.6;56.75
50028.6;56.25
50038.7;56.25
50048.7;56
50058.8;55.75
50068.8;55.75
50078.9;55.75
50088.9;55.75
50099;55.75
50109.1;55.75
50119.1;56
50129.1;55.75
50139.2;55.75
50149.2;56
50159.3;56
50169.3;56
50179.4;56.25
50189.4;56
50199.5;56
50209.5;55.75
50219.6;55.75
50229.6;55.5
50239.7;55.5
50249.8;55.5
50259.8;55.25
50269.8;55.5
50279.9;55.5
50290;55.75
50300;55.75
50310.1;55.75
50320.1;55.75
50330.2;55.75
50340.2;55.75
50350.3;55.75
50360.3;55.75
50370.4;55.5
50380.4;55.5
50390.4;55.5
50400.6;55.5
50410.6;55.25
50420.6;55.25
50430.7;55.25
50440.7;55.5
50450.7;55.25
50460.9;55.25
50470.9;55.25
50480.9;55.25
50491;55.25
50501;55.25
50511.1;55.25
50521.2;55
50531.2;55
50541.2;55
50551.3;55
50561.3;55
50571.4;55.25
50581.5;55.25
50591.5;55.25
50601.5;55.25
50611.6;54.75
50621.6;54
50631.7;53
50641.8;51.75
50651.8;51.75
50661.8;51.75
50671.9;51.75
50681.9;51.75
50692;52
50702.1;52.25
50712.1;52.5
50722.1;52.5
50732.2;52.5
50742.2;52.5
50752.3;52.5
50762.4;52.5
50772.4;52.25
50782.4;52
50792.5;51.75
50802.5;51.75
50812.7;51.5
50822.7;51.25
50832.7;51
50842.8;50.75
50852.8;50.75
50862.9;50.5
50872.9;50.25
50883;50.25
50893.1;50.25
50903.1;50.25
50913.1;50.25
50923.2;50.5
50933.2;50.5
50943.3;50.5
50953.4;50.5
50963.4;50.5
50973.4;50.5
50983.5;50.5
50993.5;50
51003.6;50.25
51013.6;50.25
51023.7;50
51033.7;50
51043.8;50
51053.9;50
51063.9;50.5
51073.9;51.25
51084;51.25
51094.1;51.25
51104.1;50.5
51114.2;50
51124.2;49
51134.2;48.5
51144.3;48.25
51154.3;48
51164.5;48
51174.5;48
51184.5;48
51194.6;48
51204.6;48
51214.6;48
51224.8;48
51234.8;47.75
51244.8;47.5
51254.9;47.5
51264.9;47.5
51274.9;47.5
51285.1;48
51295.1;48.75
51305.1;49
51315.2;49
51325.2;49
51335.3;49
51345.4;48.75
51355.4;48.5
51365.4;48.5
51375.5;48
51385.5;47
51395.6;45.75
51405.6;45.25
51415.7;44
51425.8;43.5
51435.8;43
51445.8;42.5
51455.9;42.25
51465.9;41.5
51476;40.5
51486.1;39.5
51496.1;38
51506.1;36.25
51516.2;34.75
51526.2;33
51536.3;30.75
51546.4;28.5
51556.4;25
51566.4;22.5
51576.6;20.75
51586.6;20
51596.6;19.75
51606.7;19.25
51616.7;18.5
51626.7;17.25
51636.9;16.75
51646.9;16.5
51656.9;16.25
51667;14.75
51677;13.5
51687.1;12.5
51697.1;11.5
51707.1;10.25
51717.3;9.5
51727.3;8.5
51737.3;7.75
51747.4;6.75
51757.4;5.5
51767.5;3.75
51777.5;1.75
51787.6;0.25
51797.7;126.25
51807.7;125
51817.7;122
51827.8;118.5
51837.8;114.75
51847.9;111.75
51858;108.5
51868;104.25
51878;100.75
51888.1;97.75
51898.1;95.25
51908.2;92.75
51918.3;89.75
51928.3;87.75
51938.3;86.75
51948.4;86.5
51958.4;86.5
51968.5;86.5
51978.6;86.5
51988.6;86.5
51998.6;86.5
52008.7;85.75
52018.8;84.75
52028.8;84
52038.9;81.5
52048.9;77.5
52058.9;71.75
52069.1;66
52079.1;187.5
52089.1;182.25
52099.2;177.5
52109.2;173.5
52119.2;170.25
52129.4;169
52139.4;168
52149.4;166.5
52159.5;167.75
52169.5;166.5
52179.6;166.25
52189.6;165.75
52199.7;163.75
52209.7;161.5
52219.8;162
52229.9;162
52239.9;160.25
52249.9;158.5
52260;157.25
52270;157
52280.1;155.75
52290.2;154.75
52300.2;152.5
52310.2;151.5
52320.3;152
52330.3;152
52340.4;152
52350.4;152
52360.5;152
52370.5;152
52380.6;152
52390.7;151.75
52400.7;151.75
52410.7;151.75
52420.8;151.75
52430.9;150.5
52440.9;150.5
52450.9;150.5
52461;150.25
52471;150
52481.1;149
52491.2;147.25
52501.2;148
52511.2;147.25
52521.4;147.25
52531.4;148
52541.4;148
52551.5;147.75
52561.5;148
52571.6;146.25
52581.6;146.75
52591.6;146.75
52601.8;146.75
52611.8;146.75
52621.8;146.75
52631.9;146.75
52641.9;146.75
52652;146.75
52662;146.75
52672;145.5
52682.2;145.5
52692.2;146
52702.2;146
52712.3;146
52722.3;146
52732.4;146
52742.5;145.25
52752.5;145.25
52762.5;145.25
52772.6;146
52782.6;145.25
52792.7;145.25
52802.8;145.25
52812.8;145.75
52822.8;145
52832.9;144.75
52842.9;144.75
52853;144.75
52863.1;143.5
52873.1;143.5
52883.1;143.5
52893.2;143.5
52903.2;143.5
52913.3;143.5
52923.4;143.5
52933.4;143.5
52943.4;143.5
52953.6;143.5
52963.5;143.5
52973.6;143.5
52983.7;143.5
52993.7;144.75
53003.7;143.5
53013.9;143.5
53023.9;144.75
53033.9;144.75
53044;144.75
53054;143.5
53064;144
53074.2;143.75
53084.2;142.5
53094.2;143
53104.3;141.5
53114.3;142
53124.4;140.75
53134.5;138.25
53144.5;136.5
53154.5;136
53164.6;133.75
53174.6;130.25
53184.7;255.5
53194.7;252.75
53204.8;249.5
53214.9;246.75
53224.9;244
53234.9;239.75
53245;235.5
53255;233
53265.1;228.75
53275.2;225.5
53285.2;223.25
53295.2;8160
53305.3;8160
53315.3;8160
53325.4;8160
53335.4;8160
53345.5;8160
53355.5;8160
53365.6;8160
53375.6;8160
53385.7;8160
53395.7;8160
53405.8;8160
53415.8;8160
53425.9;8160
53435.9;8160
53446;8160
53456.1;8160
53466.1;8160
53476.1;8160
53486.2;8160
53496.3;8160
53506.3;8160
53516.4;8160
53526.4;8160
53536.5;8160
53546.5;8160
53556.6;8160
53566.6;8160
53576.7;8160
53586.7;8160
53596.8;8160
53606.8;8160
53616.9;8160
53626.9;8160
53637;8160
53647;8160
53657.1;8160
53667.1;8160
53677.2;8160
53687.2;8160
53697.3;8160
53707.3;8160
53717.4;8160
53727.4;8160
53737.5;8160
53747.6;8160
53757.6;8160
53767.7;8160
53777.7;8160
53787.8;8160
53797.8;8160
53807.9;8160
53817.9;8160
53827.9;8160
53838.1;8160
53848.1;8160
53858.1;8160
53868.2;8160
53878.2;8160
53888.3;8160
53898.3;8160
53908.4;8160
53918.4;8160
53928.5;8160
53938.5;8160
53948.6;8160
53958.6;8160
53968.7;8160
53978.7;8160
53988.8;8160
53998.8;8160
54008.9;8160
54018.9;8160
54029;8160
54039;8160
54049.1;8160
54059.1;8160
54069.2;8160
54079.2;8160
54089.3;8160
54099.3;8160
54109.4;8160
54119.4;8160
54129.5;8160
54139.5;8160
54149.6;8160
54159.6;8160
54169.7;8160
54179.7;8160
54189.8;8160
54199.8;8160
54209.9;8160
54219.9;8160
54230;8160
54240;8160
54250.1;8160
54260.1;8160
54270.2;8160
54280.2;8160
54290.3;8160
54300.3;8160
54310.4;8160
54320.4;8160
54330.5;8160
54340.5;8160
54350.6;8160
54360.6;8160
54370.7;8160
54380.8;8160
54390.8;8160
54400.9;8160
54410.9;8160
54421;8160
54431;8160
54441.1;8160
54451.1;8160
54461.2;8160
54471.3;8160
54481.3;8160
54491.4;8160
54501.4;8160
54511.4;8160
54521.5;8160
54531.5;8160
54541.6;8160
54551.6;8160
54561.7;8160
54571.7;8160
54581.8;8160
54591.8;8160
54601.9;8160
54612;8160
54622;8160
54632.1;8160
54642.1;8160
54652.2;8160
54662.2;8160
54672.3;8160
54682.3;8160
54692.4;8160
54702.4;8160
54712.5;8160
54722.5;8160
54732.6;8160
54742.6;8160
54752.7;8160
54762.7;8160
54772.8;8160
54782.8;8160
54792.9;8160
54802.9;8160
54813;8160
54823;8160
54833.1;8160
54843.1;8160
54853.2;8160
54863.2;8160
54873.3;8160
54883.3;8160
54893.4;8160
54903.4;8160
54913.5;8160
54923.5;8160
54933.6;8160
54943.6;8160
54953.7;8160
54963.7;8160
54973.8;8160
54983.8;8160
54993.9;8160
55003.9;8160
55014;8160
55024;8160
55034.1;8160
55044.1;8160
55054.2;8160
55064.3;8160
55074.3;8160
55084.4;8160
55094.4;8160
55104.5;8160
55114.5;8160
55124.6;8160
55134.6;8160
55144.7;8160
55154.7;8160
55164.8;8160
55174.8;8160
55184.9;8160
55194.9;8160
55205;8160
55215;8160
55225;8160
55235.1;8160
55245.1;8160
55255.2;8160
55265.3;8160
55275.3;8160
55285.4;8160
55295.4;8160
55305.5;8160
55315.5;8160
55325.6;8160
55335.7;8160
55345.7;8160
55355.7;8160
55365.8;8160
55375.8;8160
55385.9;8160
55395.9;8160
55406;8160
55416.1;8160
55426.1;8160
55436.1;8160
55446.2;8160
55456.2;8160
55466.3;8160
55476.3;8160
55486.4;8160
55496.4;8160
55506.5;8160
55516.5;8160
55526.6;8160
55536.7;8160
55546.7;8160
55556.8;8160
55566.8;8160
55576.9;8160
55586.9;8160
55597;8160
55607;8160
55617.1;8160
55627.1;8160
55637.2;8160
55647.2;8160
55657.3;8160
55667.3;8160
55677.4;8160
55687.4;8160
55697.5;8160
55707.5;8160
